idtitulo_real,titulo,nombre,provincia,desc_espacio,caracter
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,A.T.T.P. TECNOLOGÍA,Habilitante
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,EDUCACIÓN TECNOLÓGICA,Habilitante
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,MATEMÁTICA,Habilitante
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,EDUCACIÓN TECNOLÓGICA,Habilitante
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,MATEMÁTICA,Habilitante
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,MATEMÁTICA,Habilitante
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE DIBUJO TÉCNICO I - II - III,Habilitante
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,ESTÁTICA Y RESISTENCIA DE LOS MATERIALES (MAESTRO MAYOR DE OBRA),Habilitante
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,ESTÁTICA Y RESISTENCIA DE LOS MATERIALES (TÉCNICO EN EQUIPOS E INSTALACIONES ELECTROMECÁNICAS),Habilitante
21,ARQUITECTO,UNIVERSIDAD DE BUENOS AIRES,BUENOS AIRES,ESTÁTICA Y RESISTENCIA DE MATERIALES,Habilitante
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,BIBLIOTECARIO,Habilitante
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,PRECEPTOR/A,Docente
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,ACTIVIDAD FÍSICA Y SALUD,Docente
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,PRÁCTICAS DEPORTIVAS I – II - III,Docente
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,PRÁCTICAS GIMNÁSTICAS,Docente
527,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE EDUCACIÓN FÍSICA HUGO QUINN,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,BIBLIOTECARIO,Supletorio
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,MAESTRO DE ENSEÑANZA PRÁCTICA,Habilitante
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,PRECEPTOR/A,Supletorio
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,MAESTRO DE ENSEÑANZA PRÁCTICA - MAESTRO MAYOR DE OBRAS,Habilitante
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,EDUCACIÓN TECNOLÓGICA,Habilitante
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,FÍSICO-QUÍMICA,Supletorio
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,EDUCACIÓN TECNOLÓGICA,Habilitante
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,FÍSICO-QUÍMICA,Supletorio
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,MATEMÁTICA,Supletorio
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE DIBUJO TÉCNICO I - II - III,Habilitante
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE HERRERÍA Y SOLDADURA,Habilitante
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE TECNOLOGÍA DE LA CONSTRUCCIÓN,Habilitante
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,TALLER DE CONSTRUCCIONES,Habilitante
528,MAESTRO MAYOR DE OBRA,"INSTITUTO TERCIARIO ""LA SALLE"" A-20",BUENOS AIRES,MATEMÁTICA,Supletorio
531,PERITO MERCANTIL,"ESCUELA NACIONAL DE COMERCIO \""J.J. DE URQUIZA\""",ENTRE RÍOS,PRECEPTOR/A,Supletorio
492,CERTIFICADO DE POLIMODAL - MODALIDAD: ORIENTACIÓN EN PRODUCCIÓN DE BIENES Y SERVICIOS CON ITINERARIO EN INFORMATICA,COLEGIO PROVINCIAL KLOKETEN/NO USAR,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
532,TÉCNICO/A EN COMERCIO INTERNACIONAL,UNIVERSIDAD DE BELGRANO,BUENOS AIRES,PRECEPTOR/A,Habilitante
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,BIBLIOTECARIO,Habilitante
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,PRECEPTOR/A,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,HISTORIA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,HISTORIA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,HISTORIA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,CIENCIAS POLÍTICAS,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,HISTORIA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,HISTORIA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,HISTORIA DEL ARTE,Habilitante
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,FORMACIÓN CÍVICA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,HISTORIA DE LA CULTURA,Docente
533,PROFESOR/A DE TERCER CICLO DE EGB Y DE LA EDUCACIÓN POLIMODAL EN HISTORIA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,HISTORIA Y GEOGRAFÍA,Docente
534,TÉCNICO/A EN INDUSTRIA DE PROCESOS,"ESCUELA DE EDUCACIÓN TÉCNICA Nº 1 \""ALTE. RAMON GONZALEZ FERNANDEZ\""",BUENOS AIRES,PRECEPTOR/A,Supletorio
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,CONSTRUCCIÓN DE LA CIUDADANÍA,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,HISTORIA,Supletorio
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,CONSTRUCCIÓN DE LA CIUDADANÍA,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,HISTORIA,Supletorio
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,CONSTRUCCIÓN DE LA CIUDADANÍA,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,HISTORIA,Supletorio
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,CIENCIAS POLÍTICAS,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,DERECHO ECONÓMICO,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,HISTORIA,Supletorio
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,DERECHO,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,DERECHO ECONÓMICO,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,ECONOMÍA,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,HISTORIA,Supletorio
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,DERECHO CIVIL Y COMERCIAL,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,DERECHO PÚBLICO,Habilitante
1,ABOGADO/A,UNIVERSIDAD NACIONAL DE LA MATANZA,BUENOS AIRES,ECONOMÍA POLÍTICA,Habilitante
537,BACHILLER CONTABLE,"ESCUELA DE EDUCACIÓN MEDIA Nº 1 \""ING. LUIS LUIGGI\""",BUENOS AIRES,PRECEPTOR/A,Supletorio
538,INGENIERA AGRÓNOMA,UNIVERSIDAD DE CÓRDOBA,CÓRDOBA,PRECEPTOR/A,Habilitante
538,INGENIERA AGRÓNOMA,UNIVERSIDAD DE CÓRDOBA,CÓRDOBA,AGROECOLOGÍA,Habilitante
538,INGENIERA AGRÓNOMA,UNIVERSIDAD DE CÓRDOBA,CÓRDOBA,AGROECOSISTEMAS,Habilitante
538,INGENIERA AGRÓNOMA,UNIVERSIDAD DE CÓRDOBA,CÓRDOBA,PROCESOS PRODUCTIVOS I (SISTEMAS AGRÍCOLAS),Habilitante
538,INGENIERA AGRÓNOMA,UNIVERSIDAD DE CÓRDOBA,CÓRDOBA,PROCESOS PRODUCTIVOS II (SISTEMAS GANADEROS),Habilitante
538,INGENIERA AGRÓNOMA,UNIVERSIDAD DE CÓRDOBA,CÓRDOBA,PRODUCCIÓN ANIMAL,Habilitante
538,INGENIERA AGRÓNOMA,UNIVERSIDAD DE CÓRDOBA,CÓRDOBA,PRODUCCIÓN VEGETAL,Habilitante
538,INGENIERA AGRÓNOMA,UNIVERSIDAD DE CÓRDOBA,CÓRDOBA,BIOLOGÍA,Supletorio
539,"POLIMODAL MODALIDAD PRODUCCIÓN DE BIENES Y SERVICIOS ARTICULADO CON TTP INFORMATICA PROFESIONAL Y PERSONAL ITINERARIO:PROGRAMACIÓN BÁSICA, ASISTENCIA EN AMBIENTE DE APLICACIÓN","COLEGIO TÉCNICO PROVINCIAL ""OLGA B. DE ARKO"" /NO USAR",TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
540,PROFESORA EN EDUCACIÓN INICIAL,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,PRECEPTOR/A,Habilitante
518,"POLIMODAL MODALIDAD ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES ARTICULADO CON T.T.P. GESTIÓN DE LAS ORGANIZACIONES ITINERARIO: ADMINISTRACIÓN DE LOS RECURSOS HUMANOS, ADMINISTRACIÓN DE LAS COMPRAS Y LAS VENTAS",COLEGIO TÉCNICO PROVINCIAL OLGA B. DE ARKO,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
542,PROFESOR/A DE EDUCACIÓN PRIMARIA,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº 159,BUENOS AIRES,PRECEPTOR/A,Docente
542,PROFESOR/A DE EDUCACIÓN PRIMARIA,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº 159,BUENOS AIRES,HISTORIA,Docente
542,PROFESOR/A DE EDUCACIÓN PRIMARIA,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº 159,BUENOS AIRES,MATEMÁTICA,Docente
542,PROFESOR/A DE EDUCACIÓN PRIMARIA,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA Nº 159,BUENOS AIRES,PRÁCTICAS DEL LENGUAJE,Docente
543,PERITO MERCANTIL CON ORIENTACIÓN EN COMPUTACIÓN,INSTITUTO PRIVADO SAN RAMÓN NONATO,BUENOS AIRES,PRECEPTOR/A,Supletorio
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,A.C.T.P. FÍSICO-QUÍMICA,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,A.T.T.P. FÍSICO- QUÍMICA,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,A.T.T.P. QUÍMICA,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,PRECEPTOR/A,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,FÍSICO-QUÍMICA,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,FÍSICO-QUÍMICA,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,FÍSICA,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,FÍSICA I,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,FÍSICA II,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,FÍSICA,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,FÍSICA I - II,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,FÍSICA,Habilitante
428,TÉCNICO/A SUPERIOR EN SEGURIDAD E HIGIENE Y CONTROL AMBIENTAL INDUSTRIAL,INSTITUTO SUPERIOR DE FORMACIÓN TÉCNICA N° 190/,BUENOS AIRES,HIGIENE INDUSTRIAL I – II,Habilitante
545,MAESTRO MAYOR DE OBRA,"COLEGIO TÉCNICO PROVINCIAL ""OLGA B. DE ARKO"" /NO USAR",TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
546,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO DEL PROFESORADO EN EDUCACIÓN FÍSICA,BUENOS AIRES,PRECEPTOR/A,Docente
546,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO DEL PROFESORADO EN EDUCACIÓN FÍSICA,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
546,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO DEL PROFESORADO EN EDUCACIÓN FÍSICA,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
546,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO DEL PROFESORADO EN EDUCACIÓN FÍSICA,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
546,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO DEL PROFESORADO EN EDUCACIÓN FÍSICA,BUENOS AIRES,ACTIVIDAD FÍSICA Y SALUD,Docente
546,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO DEL PROFESORADO EN EDUCACIÓN FÍSICA,BUENOS AIRES,PRÁCTICAS CORPORALES EN EL AMBIENTE NATURAL,Docente
546,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO DEL PROFESORADO EN EDUCACIÓN FÍSICA,BUENOS AIRES,PRÁCTICAS DEPORTIVAS I – II - III,Docente
547,BACHILLER MERCANTIL,"INSTITUTO PRIVADO \""DR. BERNARDO FRÍAS\"" Nº 8008",SALTA,PRECEPTOR/A,Supletorio
276,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,LENGUA Y LITERATURA,Docente
276,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,PRÁCTICAS DEL LENGUAJE,Docente
276,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,LITERATURA,Docente
276,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,PRÁCTICAS DEL LENGUAJE,Docente
276,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,EXPRESIÓN ORAL Y ESCRITA,Docente
276,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,PRÁCTICAS DEL LENGUAJE,Docente
276,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,PRODUCCIÓN ORAL Y ESCRITA,Docente
276,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI,TUCUMAN,PRÁCTICAS DEL LENGUAJE,Docente
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,BIBLIOTECARIO,Habilitante
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,PRECEPTOR/A,Docente
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,MATEMÁTICA,Docente
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,MATEMÁTICA,Docente
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,MATEMÁTICA,Docente
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,MATEMÁTICA,Docente
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,MATEMÁTICA FINANCIERA,Docente
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,MATEMÁTICA I – II – III - IV,Docente
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,MATEMÁTICA,Docente
549,PROFESORADO DE 3º CICLO DE LA E.G.B. Y EDUCACIÓN POLIMODAL EN MATEMÁTICA,INSTITUTO DE EDUCACIÓN SUPERIOR Nº 1 - ABRA PAMPA,JUJUY,MATEMÁTICA FINANCIERA,Docente
548,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI/[TUCUMAN/SAN MIGUEL DE TUCUMAN],TUCUMAN,EXPRESIÓN ORAL Y ESCRITA,Docente
548,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI/[TUCUMAN/SAN MIGUEL DE TUCUMAN],TUCUMAN,LENGUA Y LITERATURA,Docente
548,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI/[TUCUMAN/SAN MIGUEL DE TUCUMAN],TUCUMAN,LITERATURA,Docente
548,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI/[TUCUMAN/SAN MIGUEL DE TUCUMAN],TUCUMAN,PRODUCCIÓN ORAL Y ESCRITA,Docente
548,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI/[TUCUMAN/SAN MIGUEL DE TUCUMAN],TUCUMAN,PRÁCTICAS DEL LENGUAJE,Docente
548,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI/[TUCUMAN/SAN MIGUEL DE TUCUMAN],TUCUMAN,PRÁCTICAS DEL LENGUAJE,Docente
548,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI/[TUCUMAN/SAN MIGUEL DE TUCUMAN],TUCUMAN,PRÁCTICAS DEL LENGUAJE,Docente
548,PROFESOR/A DE TERCER CICLO DE LA EGB Y DE LA EDUCACIÓN POLIMODAL EN LENGUA Y LITERATURA,I.E.S. PROFESOR MANUEL MARCHETTI/[TUCUMAN/SAN MIGUEL DE TUCUMAN],TUCUMAN,PRÁCTICAS DEL LENGUAJE,Docente
550,POLIMODAL PRODUCCIÓN DE BIENES Y SERVICIOS ARTICULADO CON T.T.P. CONSTRUCCIONES,"COLEGIO TÉCNICO PROVINCIAL ""OLGA B. DE ARKO"" /NO USAR",TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
550,POLIMODAL PRODUCCIÓN DE BIENES Y SERVICIOS ARTICULADO CON T.T.P. CONSTRUCCIONES,COLEGIO TÉCNICO PROVINCIAL OLGA B. DE ARKO,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
