Temperatura_[°C],Humedad_relativa_[%],Precipitación_[mm],Velocidad_viento_[km/h],Riesgo
6.273,56.0,0.0,28.551426,Alto
6.573,54.0,0.0,26.121714,Alto
6.9230003,51.0,0.0,26.341572,Alto
7.073,50.0,0.0,22.782625,Alto
7.023,50.0,0.0,19.770523,Moderado
6.4729996,51.0,0.0,16.179985,Moderado
4.9230003,60.0,0.0,9.387651,Moderado
3.123,70.0,0.0,4.8433046,Bajo
1.823,75.0,0.0,4.3349743,Bajo
1.073,80.0,0.0,2.968636,Bajo
0.423,85.0,0.0,2.2768397,Bajo
0.023000002,88.0,0.0,1.8,Bajo
-0.02700001,88.0,0.0,2.2768397,Bajo
0.17300001,86.0,0.0,2.1897945,Bajo
-0.32700002,90.0,0.0,3.6,Bajo
-0.527,93.0,0.0,4.1046314,Bajo
-0.677,95.0,0.0,5.0528407,Bajo
-0.827,97.0,0.0,6.2145634,Bajo
-0.977,98.0,0.0,7.628263,Bajo
-0.727,98.0,0.0,7.5170207,Bajo
-0.477,100.0,0.0,6.9899354,Bajo
1.123,91.0,0.0,15.629972,Moderado
2.473,81.0,0.0,16.923828,Moderado
3.673,70.0,0.0,17.414476,Moderado
4.9230003,61.0,0.0,19.06301,Moderado
5.4729996,58.0,0.0,20.12461,Moderado
5.623,58.0,0.0,19.13426,Moderado
5.623,58.0,0.0,18.511143,Moderado
5.273,60.0,0.0,17.902534,Moderado
4.4729996,64.0,0.0,16.171976,Moderado
3.273,71.0,0.0,11.440978,Moderado
1.673,79.0,0.0,7.208994,Bajo
0.823,80.0,0.0,8.4042845,Bajo
0.273,84.0,0.0,7.771331,Bajo
-0.17699999,87.0,0.0,7.69592,Bajo
-0.627,89.0,0.0,7.2359104,Bajo
-1.027,91.0,0.0,6.849467,Bajo
-1.327,92.0,0.0,7.2,Bajo
-2.927,98.0,0.0,5.8048253,Bajo
-3.227,98.0,0.0,6.130579,Bajo
-3.477,98.0,0.0,6.12,Bajo
-3.527,97.0,0.0,6.130579,Bajo
-3.527,96.0,0.0,6.489992,Bajo
-3.377,95.0,0.0,6.519877,Bajo
-2.227,95.0,0.0,6.130579,Bajo
0.673,81.0,0.0,8.647496,Bajo
2.773,71.0,0.0,12.429127,Moderado
4.123,63.0,0.0,14.986553,Moderado
5.123,54.0,0.0,15.778518,Moderado
5.6730003,50.0,0.0,17.238699,Moderado
6.073,48.0,0.0,17.477621,Moderado
6.023,48.0,0.0,17.906157,Moderado
5.623,51.0,0.0,17.786331,Moderado
4.9729996,54.0,0.0,15.7908325,Moderado
3.573,62.0,0.0,10.182337,Moderado
1.623,74.0,0.0,6.1094027,Bajo
0.573,78.0,0.0,5.8603754,Bajo
-0.127,81.0,0.0,5.6233797,Bajo
-0.827,83.0,0.0,5.6233797,Bajo
-1.027,82.0,0.0,5.4833565,Bajo
-0.92700005,80.0,0.0,5.0142193,Bajo
-1.027,81.0,0.0,3.7585104,Bajo
-1.427,85.0,0.0,3.219938,Bajo
-2.127,89.0,0.0,3.319036,Bajo
-2.927,94.0,0.0,3.5455887,Bajo
-3.827,100.0,0.0,3.7064266,Bajo
-4.127,100.0,0.0,3.396233,Bajo
-4.3269997,100.0,0.0,3.096837,Bajo
-3.477,99.0,0.0,1.8,Bajo
-0.32700002,87.0,0.0,0.8049845,Bajo
2.373,70.0,0.0,1.1384199,Bajo
3.823,60.0,0.0,4.0249224,Bajo
4.4729996,54.0,0.0,8.049845,Moderado
4.823,53.0,0.1,9.0,Moderado
4.823,57.0,0.2,7.8625183,Bajo
4.823,56.0,0.2,6.924738,Bajo
4.9230003,52.0,0.0,6.28713,Bajo
4.523,54.0,0.0,5.154415,Bajo
3.573,65.0,0.1,2.0364676,Bajo
2.573,69.0,0.2,2.2768397,Bajo
1.273,84.0,0.2,3.4152596,Bajo
0.573,91.0,0.1,5.154415,Bajo
0.473,89.0,0.0,5.634891,Bajo
0.023000002,89.0,0.0,5.154415,Bajo
-0.527,91.0,0.0,4.802999,Bajo
-0.877,91.0,0.0,3.9763298,Bajo
-1.027,89.0,0.0,1.8,Bajo
-1.227,90.0,0.0,1.8,Bajo
-1.327,91.0,0.0,1.2979984,Bajo
-1.627,92.0,0.0,2.968636,Bajo
-2.577,96.0,0.0,3.563818,Bajo
-3.077,97.0,0.0,3.8773184,Bajo
-1.577,92.0,0.0,5.937272,Bajo
0.373,80.0,0.0,9.36,Bajo
1.873,70.0,0.0,12.904882,Moderado
3.023,65.0,0.0,14.84318,Moderado
3.723,59.0,0.0,13.493999,Moderado
4.373,54.0,0.0,11.457958,Moderado
4.873,47.0,0.0,12.599998,Moderado
4.9230003,46.0,0.0,11.923557,Moderado
4.573,47.0,0.0,12.397806,Moderado
3.923,48.0,0.0,12.55879,Moderado
2.823,54.0,0.0,10.464797,Moderado
1.223,66.0,0.0,7.628263,Bajo
0.623,73.0,0.0,7.5685663,Bajo
0.17300001,77.0,0.0,7.5685663,Bajo
-0.127,75.0,0.0,7.92,Bajo
-0.677,77.0,0.0,7.5942073,Bajo
-1.127,79.0,0.0,6.9899354,Bajo
-1.377,79.0,0.0,6.830519,Bajo
-1.677,78.0,0.0,5.315336,Bajo
-1.777,77.0,0.0,4.8965297,Bajo
-1.927,78.0,0.0,4.6938257,Bajo
-2.327,80.0,0.0,4.39436,Bajo
-2.627,82.0,0.0,4.0249224,Bajo
-2.777,83.0,0.0,3.8939953,Bajo
-1.077,78.0,0.0,4.896529,Bajo
1.223,66.0,0.0,7.289444,Bajo
2.773,51.0,0.0,10.948973,Moderado
3.523,44.0,0.0,9.826088,Moderado
4.1730003,40.0,0.0,10.966713,Moderado
4.573,36.0,0.0,11.770403,Moderado
4.623,38.0,0.0,12.682018,Moderado
4.7229996,37.0,0.0,13.608762,Moderado
4.323,40.0,0.0,14.05845,Moderado
3.723,44.0,0.0,13.551501,Moderado
2.573,50.0,0.0,10.464797,Moderado
1.023,62.0,0.0,6.4096174,Bajo
-0.02700001,67.0,0.0,6.519877,Bajo
-0.77699995,72.0,0.0,7.2359104,Bajo
-1.127,74.0,0.0,7.9932976,Bajo
-1.227,74.0,0.0,9.178235,Bajo
-1.227,73.0,0.0,10.829959,Moderado
-1.577,77.0,0.0,12.57426,Moderado
-1.677,84.0,0.0,15.5843,Moderado
-1.427,84.0,0.0,16.263872,Moderado
-1.277,82.0,0.0,16.65754,Moderado
-1.077,81.0,0.0,17.298738,Moderado
-0.977,84.0,0.0,18.511143,Moderado
-0.577,86.0,0.0,18.511143,Moderado
1.023,85.0,0.0,18.448023,Moderado
2.823,71.0,0.0,22.104116,Moderado
4.573,63.0,0.0,27.943514,Alto
5.373,58.0,0.0,25.620771,Alto
6.023,52.0,0.0,26.674032,Alto
6.2229996,49.0,0.0,26.882141,Alto
6.373,50.0,0.0,29.714724,Alto
6.023,50.0,0.0,28.58545,Alto
5.4230003,54.0,0.0,28.639803,Alto
4.573,58.0,0.0,27.534704,Alto
3.423,63.0,0.0,26.437336,Alto
2.623,73.0,0.0,25.20257,Alto
2.423,78.0,0.0,24.251284,Moderado
2.1729999,77.0,0.0,25.6233,Alto
1.623,80.0,0.0,23.933907,Moderado
1.473,82.0,0.0,25.006397,Moderado
1.573,79.0,0.0,27.381308,Alto
1.673,75.0,0.0,27.038372,Alto
1.873,77.0,0.0,26.932714,Alto
1.823,74.0,0.0,27.908709,Alto
1.823,76.0,0.0,27.193705,Alto
1.873,75.0,0.0,27.419146,Alto
1.723,78.0,0.0,26.400545,Alto
1.873,74.0,0.0,28.880886,Alto
2.473,70.0,0.0,32.078403,Alto
3.423,67.0,0.0,34.162083,Alto
4.323,65.0,0.0,36.537785,Muy alto
5.123,60.0,0.0,39.606544,Muy alto
5.9729996,55.0,0.0,41.039997,Muy alto
6.323,56.0,0.0,40.326424,Muy alto
6.273,55.0,0.0,40.345707,Muy alto
5.9729996,58.0,0.0,41.401566,Muy alto
5.6730003,64.0,0.0,37.095722,Muy alto
4.773,68.0,0.0,33.497414,Alto
3.723,69.0,0.0,30.248568,Alto
2.823,69.0,0.0,28.19285,Alto
2.1230001,76.0,0.0,28.856194,Alto
1.673,76.0,0.0,27.595823,Alto
1.173,70.0,0.0,26.901417,Alto
0.573,70.0,0.0,25.38702,Alto
0.023000002,75.0,0.0,22.702845,Moderado
-0.32700002,78.0,0.0,19.839235,Moderado
-0.32700002,71.0,0.0,16.520823,Moderado
-0.77699995,68.0,0.0,14.84318,Moderado
-1.177,69.0,0.0,12.979984,Moderado
-1.427,70.0,0.0,9.83268,Bajo
-1.527,71.0,0.0,7.9932976,Bajo
-1.577,69.0,0.0,9.36,Bajo
-0.627,66.0,0.0,12.7279215,Moderado
0.823,58.0,0.0,15.141414,Moderado
2.1230001,49.0,0.0,16.965895,Moderado
2.973,43.0,0.0,16.676977,Moderado
3.523,44.0,0.0,19.296133,Alto
3.873,43.0,0.0,21.746502,Alto
4.323,42.0,0.0,23.358425,Alto
4.223,44.0,0.0,24.162947,Alto
4.073,46.0,0.0,23.540806,Alto
3.673,50.0,0.0,21.9718,Alto
3.073,57.0,0.0,18.64369,Moderado
2.473,69.0,0.0,16.23596,Moderado
1.973,81.0,0.0,15.893093,Moderado
2.073,85.0,0.0,17.651016,Moderado
1.873,86.0,0.0,17.935081,Moderado
1.673,85.0,0.0,18.25026,Moderado
1.473,87.0,0.0,19.137648,Moderado
1.673,86.0,0.0,20.870687,Moderado
1.123,85.0,0.0,19.0392,Moderado
1.073,87.0,0.0,19.386591,Moderado
1.073,88.0,0.0,19.0392,Moderado
1.373,87.0,0.0,20.082708,Moderado
1.823,85.0,0.0,22.180206,Moderado
2.023,84.0,0.0,22.530937,Moderado
2.873,83.0,0.0,23.510508,Moderado
4.273,76.0,0.0,27.952787,Alto
5.9729996,68.0,0.0,30.293522,Alto
6.9230003,63.0,0.0,32.09052,Alto
7.323,61.0,0.0,33.528355,Alto
7.623,59.0,0.0,36.40453,Muy alto
7.823,58.0,0.0,38.183765,Muy alto
7.7229996,60.0,0.0,35.543507,Muy alto
7.2229996,62.0,0.0,32.078403,Alto
6.273,64.0,0.0,30.317043,Alto
5.273,64.0,0.0,27.952787,Alto
4.6730003,69.0,0.0,24.187069,Alto
4.123,71.0,0.0,25.922499,Alto
3.673,70.0,0.0,27.0024,Alto
3.123,69.0,0.0,30.978832,Alto
2.423,73.0,0.0,32.04202,Alto
2.1230001,75.0,0.0,32.760002,Alto
2.1729999,76.0,0.0,34.567497,Alto
2.723,73.0,0.0,37.806854,Muy alto
2.623,75.0,0.0,38.526726,Muy alto
2.623,77.0,0.0,38.881668,Muy alto
2.723,77.0,0.0,37.14286,Alto
2.973,78.0,0.0,36.424103,Alto
2.973,80.0,0.0,35.756172,Alto
4.323,75.0,0.0,33.21573,Alto
5.273,72.0,0.0,33.168877,Alto
6.573,68.0,0.0,32.169178,Alto
7.4729996,63.0,0.0,30.926489,Alto
8.473,58.0,0.0,30.758411,Alto
8.773,56.0,0.0,31.079071,Alto
9.172999,56.0,0.0,34.22841,Muy alto
8.873,57.0,0.0,33.280045,Alto
8.422999,59.0,0.0,32.305862,Alto
7.6730003,62.0,0.0,30.302078,Alto
6.7229996,67.0,0.0,26.6327,Alto
5.623,73.0,0.0,23.469128,Moderado
4.9729996,77.0,0.0,22.33161,Moderado
4.573,80.0,0.0,20.883104,Moderado
4.123,84.0,0.0,18.374111,Moderado
3.823,87.0,0.0,17.28,Moderado
3.623,88.0,0.0,18.359999,Moderado
3.673,89.0,0.0,18.733839,Moderado
4.4230003,88.0,0.0,21.67487,Moderado
4.573,86.0,0.0,22.366402,Moderado
4.4729996,86.0,0.0,22.033648,Moderado
4.323,86.0,0.0,21.485697,Moderado
4.273,85.0,0.0,21.322214,Moderado
4.523,84.0,0.0,23.400002,Moderado
6.073,72.0,0.0,26.302181,Alto
7.2229996,63.0,0.0,30.619051,Alto
8.173,59.0,0.0,33.933697,Muy alto
8.672999,54.0,0.0,35.821354,Muy alto
8.523,53.0,0.0,38.491394,Muy alto
8.422999,52.0,0.0,39.122574,Muy alto
8.873,52.0,0.0,36.67232,Muy alto
8.823,55.0,0.0,35.516148,Muy alto
8.273,55.0,0.0,36.161636,Muy alto
7.373,59.0,0.0,32.283787,Alto
6.773,65.0,0.0,30.37683,Alto
5.9729996,69.0,0.0,27.74103,Alto
5.4230003,73.0,0.0,24.144165,Moderado
5.123,76.0,0.0,23.97989,Moderado
4.9729996,77.0,0.0,23.675303,Moderado
4.6730003,79.0,0.0,21.398056,Moderado
4.273,79.0,0.0,20.523157,Moderado
3.873,82.0,0.0,19.93048,Moderado
3.373,83.0,0.0,18.1041,Moderado
3.123,84.0,0.0,17.208603,Moderado
2.623,87.0,0.0,15.034041,Moderado
2.223,90.0,0.0,14.145756,Moderado
1.923,91.0,0.0,12.641076,Bajo
1.873,92.0,0.0,12.10157,Bajo
3.473,84.0,0.0,14.84318,Moderado
5.7229996,72.0,0.0,19.809813,Moderado
7.323,63.0,0.0,23.000591,Alto
8.223,59.0,0.0,24.703976,Alto
8.723,56.0,0.0,25.537172,Alto
8.922999,55.0,0.0,26.64,Alto
8.873,55.0,0.0,28.551426,Alto
8.523,57.0,0.0,28.99062,Alto
8.323,55.0,0.0,28.03612,Alto
8.023,56.0,0.0,27.534704,Alto
6.9729996,62.0,0.0,27.06472,Alto
6.023,65.0,0.0,25.264202,Alto
5.773,68.0,0.1,25.683926,Alto
5.4729996,71.0,0.1,24.962307,Alto
5.6730003,70.0,0.0,24.192429,Alto
5.573,71.0,0.0,25.1614,Alto
5.4230003,73.0,0.0,25.460936,Alto
5.523,73.0,0.0,25.455843,Alto
5.073,72.0,0.0,23.042812,Moderado
4.873,76.0,0.0,20.63023,Moderado
4.773,78.0,0.0,19.513195,Moderado
4.573,81.0,0.0,17.10284,Moderado
4.623,80.0,0.0,16.485485,Moderado
4.9230003,80.0,0.0,16.676977,Moderado
6.1730003,76.0,0.0,17.873556,Moderado
6.4729996,75.0,0.2,21.734581,Moderado
6.9230003,73.0,0.6,22.702845,Moderado
7.573,65.0,0.4,23.710857,Moderado
8.073,61.0,0.2,25.772078,Moderado
8.422999,60.0,0.2,25.603062,Moderado
8.373,59.0,0.3,29.168886,Alto
8.173,59.0,0.3,27.504095,Moderado
7.9230003,58.0,0.0,24.64094,Alto
7.273,58.0,0.0,21.077686,Moderado
6.2229996,60.0,0.0,16.93531,Moderado
5.2229996,62.0,0.0,13.324863,Moderado
4.223,68.0,0.0,12.964998,Moderado
3.273,73.0,0.0,12.620554,Moderado
2.1729999,78.0,0.0,12.429127,Moderado
1.473,81.0,0.0,13.1041975,Moderado
0.773,80.0,0.0,12.181625,Moderado
0.373,76.0,0.0,10.24578,Bajo
-0.277,83.0,0.0,4.452954,Bajo
-0.07699999,83.0,0.0,1.08,Bajo
-0.07699999,84.0,0.2,2.6208394,Bajo
-0.227,87.0,0.0,2.9024127,Bajo
-0.17699999,88.0,0.0,1.2979984,Bajo
0.073,86.0,0.0,1.2979984,Bajo
0.723,84.0,0.0,2.8116899,Bajo
2.223,72.0,0.0,0.35999998,Bajo
3.573,61.0,0.0,1.2979984,Bajo
4.773,54.0,0.0,4.1046314,Bajo
5.823,48.0,0.0,7.729527,Moderado
6.2229996,45.0,0.0,10.931203,Moderado
5.9230003,48.0,0.0,11.966953,Moderado
5.873,50.0,0.0,13.75558,Moderado
5.873,49.0,0.0,13.202726,Moderado
5.823,46.0,0.0,12.864649,Moderado
5.2229996,46.0,0.0,12.43434,Moderado
3.673,52.0,0.0,10.163227,Moderado
2.473,60.0,0.0,10.931203,Moderado
1.423,65.0,0.0,11.043261,Moderado
0.623,67.0,0.0,12.181625,Moderado
0.273,69.0,0.0,13.358861,Moderado
0.223,72.0,0.0,15.273505,Moderado
0.223,72.0,0.0,16.516901,Moderado
-0.07699999,78.0,0.0,16.610792,Moderado
-0.02700001,80.0,0.0,18.388212,Moderado
0.223,82.0,0.0,18.899143,Moderado
0.623,83.0,0.0,18.792551,Moderado
1.223,81.0,0.0,19.130875,Moderado
1.723,81.0,0.0,19.809813,Moderado
2.973,78.0,0.0,19.242327,Moderado
5.073,73.0,0.0,21.479666,Moderado
7.373,61.0,0.0,25.210283,Alto
8.623,53.0,0.0,26.882141,Alto
9.172999,54.0,0.0,28.30983,Alto
9.873,49.0,0.0,29.381382,Alto
9.773,46.0,0.0,29.070974,Alto
10.073,44.0,0.0,28.835976,Alto
9.773,48.0,0.0,26.642431,Alto
9.123,51.0,0.0,26.400545,Alto
8.123,55.0,0.0,23.535301,Alto
7.2229996,58.0,0.0,18.079027,Moderado
6.4230003,66.0,0.0,14.81259,Moderado
5.823,75.0,0.0,15.192682,Moderado
5.623,70.0,0.0,17.208603,Moderado
5.573,69.0,0.0,19.171478,Moderado
5.273,70.0,0.0,20.018072,Moderado
5.273,69.0,0.0,21.479664,Moderado
5.023,67.0,0.0,20.972897,Moderado
4.9230003,66.0,0.0,19.64228,Moderado
4.9230003,65.0,0.0,19.64228,Moderado
5.073,64.0,0.0,21.758419,Moderado
4.873,66.0,0.0,21.470612,Moderado
4.9729996,68.0,0.1,23.090569,Moderado
6.7229996,63.0,0.1,16.923828,Moderado
7.323,60.0,0.1,19.201874,Moderado
8.672999,53.0,0.1,22.104116,Alto
9.373,51.0,0.1,24.57511,Alto
10.473,45.0,0.0,26.407907,Alto
10.873,43.0,0.0,26.576681,Alto
10.473,46.0,0.0,28.357855,Alto
10.123,46.0,0.0,24.079666,Alto
10.773,42.0,0.0,22.9724,Alto
10.573,42.0,0.0,19.969458,Alto
9.773,46.0,0.0,13.18308,Moderado
8.123,55.0,0.0,6.12,Bajo
7.323,57.0,0.0,3.396233,Bajo
7.023,58.0,0.0,2.0991426,Bajo
6.4729996,60.0,0.0,2.0991426,Bajo
5.373,65.0,0.0,3.671294,Bajo
4.4230003,70.0,0.0,3.671294,Bajo
4.023,74.0,0.0,2.4149535,Bajo
3.223,72.0,0.0,2.16,Bajo
2.873,74.0,0.0,3.0758414,Bajo
2.773,75.0,0.0,3.096837,Bajo
2.623,77.0,0.0,2.5959969,Bajo
2.573,79.0,0.0,5.4833565,Bajo
2.773,81.0,0.0,3.7585104,Bajo
3.273,82.0,0.0,4.2136917,Bajo
4.773,74.0,0.0,5.6920996,Bajo
6.7229996,65.0,0.0,6.130579,Bajo
8.672999,57.0,0.0,7.342588,Moderado
10.373,49.0,0.0,6.489992,Moderado
12.023,42.0,0.0,7.2,Moderado
13.073,38.0,0.0,8.557102,Moderado
13.223,36.0,0.0,14.799459,Moderado
11.823,41.0,0.0,22.725668,Alto
10.123,50.0,0.0,23.871555,Alto
8.973,52.0,0.0,26.807312,Alto
7.523,61.0,0.1,22.104116,Alto
6.323,65.0,0.1,18.11841,Moderado
5.4729996,66.0,0.0,16.73516,Moderado
5.023,60.0,0.0,15.379206,Moderado
4.373,60.0,0.0,11.923557,Moderado
3.173,69.0,0.0,10.739832,Moderado
1.973,80.0,0.0,9.686609,Bajo
1.323,81.0,0.0,8.39657,Bajo
0.923,81.0,0.0,6.297428,Bajo
0.523,83.0,0.0,3.4152596,Bajo
-0.427,88.0,0.0,5.5887027,Bajo
0.773,74.0,0.0,9.0645685,Bajo
2.323,71.0,0.0,20.275383,Moderado
3.273,71.0,0.0,19.652176,Moderado
5.373,56.0,0.0,26.925497,Alto
6.1730003,51.0,0.0,35.426632,Muy alto
6.123,56.0,0.1,34.94968,Muy alto
6.773,49.0,0.0,32.49785,Muy alto
5.773,53.0,0.3,34.597477,Alto
5.573,49.0,0.0,38.156605,Muy alto
5.2229996,49.0,0.1,37.1969,Muy alto
4.523,55.0,0.0,35.65454,Muy alto
4.123,52.0,0.0,33.26252,Muy alto
3.423,55.0,0.0,30.430117,Alto
2.523,58.0,0.0,27.333935,Alto
1.623,61.0,0.0,27.25559,Alto
1.123,65.0,0.0,25.071096,Alto
0.873,68.0,0.0,23.241617,Moderado
0.673,70.0,0.0,21.758419,Moderado
0.523,72.0,0.0,21.068459,Moderado
0.423,75.0,0.0,20.326454,Moderado
-0.32700002,77.0,0.0,20.188908,Moderado
-0.37699997,78.0,0.0,18.388212,Moderado
-0.477,76.0,0.0,15.941944,Moderado
-0.677,78.0,0.0,13.779114,Moderado
-0.727,80.0,0.0,13.044722,Moderado
-0.37699997,82.0,0.0,11.966954,Bajo
1.423,79.0,0.0,16.548256,Moderado
2.573,70.0,0.0,22.17144,Moderado
3.773,62.0,0.0,18.472595,Moderado
4.773,64.0,0.0,12.599998,Moderado
5.523,59.0,0.0,21.94524,Alto
4.7229996,73.0,0.2,21.407139,Moderado
5.023,75.0,0.3,18.947083,Moderado
5.1730003,73.0,0.2,21.09305,Moderado
6.623,65.0,0.2,20.87379,Moderado
6.823,63.0,0.2,21.9718,Moderado
6.7229996,64.0,0.1,14.693999,Moderado
6.323,70.0,0.0,11.503113,Moderado
5.373,79.0,0.0,10.990322,Bajo
5.073,82.0,0.0,9.726664,Bajo
5.023,82.0,0.0,9.686609,Bajo
4.6730003,83.0,0.0,10.009036,Bajo
4.4729996,85.0,0.0,10.805998,Bajo
4.1730003,88.0,0.0,10.144082,Bajo
4.073,90.0,0.0,8.891343,Bajo
3.973,91.0,0.1,8.287822,Bajo
3.573,91.0,0.0,7.7879906,Bajo
3.223,92.0,0.0,6.9247384,Bajo
3.073,92.0,0.0,6.6087217,Bajo
3.473,91.0,0.0,7.5685663,Bajo
5.273,87.0,0.0,12.10157,Bajo
7.373,76.0,0.0,24.18707,Moderado
8.223,73.0,0.0,23.313995,Moderado
9.223,67.0,0.0,25.071096,Alto
9.123,67.0,0.0,24.975283,Alto
9.123,68.0,0.0,26.282465,Alto
9.373,66.0,0.1,24.923338,Alto
9.973,62.0,0.0,27.047956,Alto
10.073,60.0,0.0,28.174456,Alto
9.523,58.0,0.0,25.509243,Alto
8.773,60.0,0.0,22.668568,Alto
8.023,64.0,0.0,18.947083,Moderado
7.373,66.0,0.0,22.101183,Moderado
6.623,65.0,0.0,25.764534,Alto
5.9729996,65.0,0.0,28.829233,Alto
6.023,66.0,0.0,29.714724,Alto
6.2229996,65.0,0.0,30.158459,Alto
5.9230003,67.0,0.0,29.795301,Alto
5.623,71.0,0.0,26.434887,Alto
5.573,75.0,0.1,27.212759,Alto
5.523,79.0,0.3,27.21038,Moderado
5.573,81.0,0.5,26.729847,Moderado
5.6730003,81.0,0.4,25.44566,Moderado
6.323,78.0,0.2,25.671307,Moderado
8.323,64.0,0.0,27.792374,Alto
8.523,66.0,0.2,30.926489,Alto
9.172999,65.0,0.4,32.569557,Alto
9.523,65.0,0.3,35.728977,Alto
9.473,66.0,0.3,38.243114,Alto
9.873,62.0,0.1,38.723015,Muy alto
10.323,59.0,0.0,40.796116,Muy alto
9.922999,59.0,0.0,40.35213,Muy alto
9.273,63.0,0.0,38.6208,Muy alto
8.473,67.0,0.0,37.003025,Muy alto
7.6730003,71.0,0.1,35.98559,Alto
7.123,73.0,0.1,35.364388,Alto
7.323,71.0,0.1,33.971867,Alto
7.1730003,71.0,0.1,34.942265,Alto
7.2229996,70.0,0.1,35.419315,Alto
7.023,71.0,0.0,34.298386,Alto
6.873,72.0,0.1,33.014175,Alto
6.823,72.0,0.0,32.36398,Alto
7.323,71.0,0.0,34.477398,Alto
7.1730003,71.0,0.6,32.553635,Alto
7.1730003,70.0,0.4,32.06426,Alto
7.023,69.0,0.1,32.10667,Alto
6.6730003,70.0,0.0,30.871965,Alto
6.523,70.0,0.0,28.772987,Alto
8.273,60.0,0.0,25.992401,Alto
8.573,60.0,0.0,25.992401,Alto
9.723,55.0,0.0,27.959743,Alto
9.873,56.0,0.0,27.908709,Alto
10.623,53.0,0.2,27.21038,Moderado
10.023,57.0,0.4,28.73242,Alto
9.823,45.0,0.0,31.52005,Muy alto
8.973,47.0,0.0,29.598919,Alto
8.023,48.0,0.1,27.117346,Alto
7.4230003,49.0,0.0,25.006397,Alto
6.623,49.0,0.0,21.707731,Alto
5.773,50.0,0.0,18.0036,Moderado
4.623,57.0,0.0,16.946787,Moderado
3.823,66.0,0.0,18.782204,Moderado
3.173,71.0,0.0,20.192118,Moderado
2.673,74.0,0.0,20.721119,Moderado
2.273,71.0,0.0,22.461807,Moderado
1.873,71.0,0.0,24.933735,Alto
1.423,72.0,0.0,27.009598,Alto
1.073,74.0,0.0,26.282465,Alto
0.773,76.0,0.0,25.210283,Alto
0.673,77.0,0.0,24.50381,Moderado
0.573,77.0,0.0,23.469128,Moderado
1.073,73.0,0.0,23.266697,Moderado
2.523,67.0,0.0,26.042212,Alto
3.573,60.0,0.0,27.834309,Alto
4.573,54.0,0.0,29.215502,Alto
4.873,55.0,0.0,27.343414,Alto
5.623,58.0,0.0,27.231804,Alto
5.773,63.0,0.1,30.631746,Alto
6.623,58.0,0.1,31.087412,Alto
6.873,61.0,0.1,32.553635,Alto
6.4729996,68.0,0.2,34.30594,Alto
6.1730003,72.0,0.2,39.081146,Alto
5.823,73.0,0.3,36.862663,Alto
5.623,71.0,0.1,38.906654,Muy alto
5.523,72.0,0.1,41.616997,Muy alto
5.023,77.0,0.3,39.047966,Alto
4.4729996,81.0,0.4,35.191723,Alto
3.823,83.0,0.5,35.29102,Alto
3.323,75.0,0.1,33.97187,Alto
3.073,71.0,0.0,33.168877,Alto
2.373,71.0,0.0,33.1376,Alto
2.373,71.0,0.0,31.427404,Alto
2.323,70.0,0.0,31.608328,Alto
2.273,70.0,0.0,32.489876,Alto
2.1230001,71.0,0.0,31.655441,Alto
2.523,69.0,0.0,32.44996,Alto
3.423,68.0,0.0,35.62363,Alto
4.223,63.0,0.0,37.29086,Muy alto
4.373,66.0,0.3,37.10795,Alto
4.323,67.0,0.3,38.521683,Alto
3.723,73.0,0.5,39.241653,Alto
4.623,67.0,0.3,38.82162,Alto
5.573,64.0,0.7,37.47633,Alto
5.4729996,67.0,0.7,41.674564,Alto
4.823,72.0,0.9,37.16902,Alto
5.073,72.0,0.2,32.696644,Alto
4.4729996,79.0,0.2,26.496098,Moderado
3.823,84.0,0.5,27.333935,Moderado
3.673,83.0,0.0,28.04305,Alto
3.473,84.0,0.0,26.826641,Alto
3.373,84.0,0.2,27.504093,Moderado
3.373,81.0,0.0,30.376833,Alto
3.023,79.0,0.0,31.765793,Alto
2.773,74.0,0.0,31.550869,Alto
2.073,80.0,0.0,29.869154,Alto
1.823,76.0,0.0,31.569351,Alto
1.273,75.0,0.0,30.676142,Alto
0.873,73.0,0.0,28.58545,Alto
0.673,72.0,0.0,27.908709,Alto
1.023,72.0,0.0,28.266306,Alto
1.723,73.0,0.0,32.32992,Alto
2.723,65.0,0.0,37.079998,Muy alto
3.873,58.0,0.0,39.37353,Muy alto
4.4729996,54.0,0.0,43.683296,Muy alto
5.023,55.0,0.1,40.94832,Muy alto
5.073,56.0,0.1,40.83898,Muy alto
5.1730003,55.0,0.2,41.230606,Muy alto
5.273,53.0,0.1,41.04631,Muy alto
5.073,54.0,0.1,39.98594,Muy alto
4.373,58.0,0.0,36.707645,Muy alto
3.273,67.0,0.0,35.02561,Alto
2.423,75.0,0.0,28.079998,Alto
2.223,81.0,0.2,23.904108,Moderado
2.023,86.0,0.4,22.66857,Moderado
2.823,80.0,0.1,27.80403,Alto
3.173,76.0,0.0,32.353966,Alto
3.123,78.0,0.1,32.32992,Alto
3.023,79.0,0.2,29.810522,Moderado
3.023,77.0,0.1,30.563978,Alto
2.523,84.0,0.3,27.217524,Moderado
2.723,83.0,0.0,26.368616,Alto
2.523,84.0,0.0,25.43802,Moderado
2.323,83.0,0.0,26.674032,Alto
2.773,78.0,0.0,28.460497,Alto
3.973,72.0,0.0,33.62099,Alto
4.9729996,64.0,0.0,32.112724,Alto
6.123,57.0,0.0,31.06239,Alto
7.123,55.0,0.1,27.66384,Alto
