Temperatura_[°C],Humedad_relativa_[%],Precipitación_[mm],Velocidad_viento_[km/h],Riesgo
6.6730003,78.0,0.0,27.943514,Alto
6.4230003,81.0,0.0,23.795427,Moderado
5.9230003,83.0,0.0,20.617662,Moderado
5.773,81.0,0.0,21.434364,Moderado
5.7229996,78.0,0.0,22.682856,Moderado
5.273,76.0,0.0,21.26744,Moderado
4.623,75.0,0.0,18.733839,Moderado
4.873,72.0,0.0,18.0,Moderado
6.623,62.0,0.0,24.122683,Alto
8.023,53.0,0.0,28.202042,Alto
9.323,46.0,0.0,30.489683,Alto
9.672999,44.0,0.0,30.972555,Muy alto
10.473,41.0,0.0,31.311722,Muy alto
10.973,40.0,0.0,31.006012,Muy alto
11.223,38.0,0.0,30.758411,Muy alto
11.273,37.0,0.0,30.972555,Muy alto
10.922999,42.0,0.0,30.737339,Muy alto
10.073,48.0,0.0,28.988384,Alto
9.223,51.0,0.0,28.664682,Alto
7.873,52.0,0.0,28.054604,Alto
6.873,61.0,0.0,24.490587,Alto
6.2229996,74.0,0.0,24.522316,Alto
5.623,68.0,0.0,22.065973,Moderado
5.073,73.0,0.0,21.129885,Moderado
4.7229996,74.0,0.0,19.839235,Moderado
4.573,74.0,0.0,19.296133,Moderado
4.4729996,69.0,0.0,18.511143,Moderado
4.023,75.0,0.0,17.309973,Moderado
3.873,80.0,0.0,15.484185,Moderado
3.723,82.0,0.0,15.2947035,Moderado
3.873,82.0,0.0,13.849477,Moderado
4.9729996,77.0,0.0,14.007655,Moderado
6.323,81.0,0.0,13.779114,Moderado
7.773,78.0,0.1,14.118243,Moderado
8.873,77.0,0.1,16.071491,Moderado
9.773,73.0,0.1,18.888851,Moderado
10.323,68.0,0.2,19.914217,Moderado
10.823,67.0,0.1,19.353138,Moderado
11.273,64.0,0.1,19.93048,Moderado
11.422999,64.0,0.1,19.694992,Moderado
11.373,64.0,0.1,19.011953,Moderado
11.422999,65.0,0.1,17.76081,Moderado
11.172999,67.0,0.0,14.587776,Moderado
10.422999,72.0,0.0,9.449572,Bajo
9.323,80.0,0.0,5.991594,Bajo
8.523,85.0,0.0,3.7064266,Bajo
7.823,88.0,0.0,3.671294,Bajo
7.623,89.0,0.0,3.7064266,Bajo
7.9230003,86.0,0.1,3.7585104,Bajo
8.073,86.0,0.0,3.0758414,Bajo
7.4729996,89.0,0.2,2.9024127,Bajo
7.2229996,93.0,0.3,5.315336,Bajo
7.2229996,93.0,0.1,3.7585104,Bajo
7.123,94.0,0.6,5.904439,Bajo
7.073,94.0,0.3,7.289445,Bajo
7.2229996,95.0,0.4,4.39436,Bajo
8.023,95.0,0.3,6.618519,Bajo
8.873,94.0,0.4,6.9247384,Bajo
9.723,91.0,0.5,4.896529,Bajo
11.373,81.0,0.0,5.315336,Bajo
12.623,74.0,0.0,5.2416787,Bajo
13.623,66.0,0.0,0.5091169,Bajo
14.473,61.0,0.0,0.8049845,Bajo
14.973,58.0,0.0,3.096837,Bajo
15.422999,56.0,0.0,5.3517847,Bajo
14.873,57.0,0.1,8.534353,Moderado
14.523,59.0,0.0,7.5599995,Moderado
13.073,71.0,0.0,3.396233,Bajo
12.323,68.0,0.0,0.8049845,Bajo
10.873,74.0,0.0,3.8773184,Bajo
8.223,90.0,0.0,4.68,Bajo
6.7229996,98.0,0.0,5.3517847,Bajo
6.2229996,100.0,0.0,5.154415,Bajo
5.7229996,100.0,0.0,4.6938257,Bajo
5.9230003,98.0,0.0,5.315336,Bajo
6.4729996,99.0,0.0,5.315336,Bajo
6.523,99.0,0.0,5.692099,Bajo
6.4729996,99.0,0.0,5.1165614,Bajo
6.4729996,98.0,0.0,5.634891,Bajo
7.023,96.0,0.0,6.763786,Bajo
7.323,96.0,0.0,9.028754,Bajo
8.223,91.0,0.0,11.183201,Bajo
9.922999,81.0,0.0,13.708391,Moderado
11.922999,73.0,0.0,14.408997,Moderado
13.873,66.0,0.0,15.827721,Moderado
15.523,58.0,0.0,19.930477,Moderado
15.422999,60.0,0.0,20.991426,Moderado
15.573,62.0,0.0,22.057161,Alto
15.373,63.0,0.0,21.897945,Alto
14.323,72.0,0.0,23.565567,Alto
13.073,76.0,0.0,23.023119,Moderado
11.672999,84.0,0.0,21.24305,Moderado
10.623,88.0,0.0,24.522316,Moderado
9.873,93.0,0.8,24.087738,Moderado
9.723,95.0,4.0,18.03237,Bajo
9.773,96.0,1.5,9.3669195,Bajo
9.873,96.0,0.0,2.52,Bajo
10.023,95.0,0.0,9.19939,Bajo
9.073,97.0,0.0,13.527572,Bajo
8.922999,93.0,0.0,20.870687,Moderado
8.873,89.0,0.0,22.657131,Moderado
8.523,83.0,0.0,23.871555,Moderado
7.6730003,79.0,0.0,25.12016,Alto
7.9230003,77.0,0.0,28.496904,Alto
9.172999,69.0,0.0,30.993471,Alto
9.823,64.0,0.0,35.364388,Muy alto
10.823,62.0,0.0,35.785156,Muy alto
10.623,64.0,0.0,38.48129,Muy alto
10.873,66.0,0.1,40.68,Muy alto
11.873,55.0,0.0,40.89606,Muy alto
11.922999,52.0,0.0,42.150757,Muy alto
11.922999,52.0,0.0,41.514103,Muy alto
11.523,52.0,0.0,39.609814,Muy alto
10.873,53.0,0.0,37.254345,Muy alto
10.422999,53.0,0.0,33.326748,Muy alto
9.723,54.0,0.0,31.170673,Alto
8.672999,53.0,0.0,28.202042,Alto
7.9230003,60.0,0.0,25.071096,Alto
7.4230003,63.0,0.0,23.110205,Alto
6.9230003,66.0,0.0,20.523157,Moderado
6.373,69.0,0.0,19.130875,Moderado
5.9729996,73.0,0.0,17.399586,Moderado
5.323,76.0,0.0,15.990646,Moderado
4.9729996,81.0,0.0,11.983188,Moderado
4.4230003,89.0,0.0,9.673221,Bajo
4.1730003,93.0,0.0,8.161764,Bajo
3.823,94.0,0.0,3.7064266,Bajo
3.523,96.0,0.0,5.4477882,Bajo
5.4729996,89.0,0.0,2.8116899,Bajo
7.123,78.0,0.0,6.924738,Bajo
7.373,76.0,0.1,11.165805,Moderado
7.623,77.0,0.2,13.339445,Bajo
7.823,79.0,0.5,14.264361,Bajo
7.773,80.0,1.0,18.03237,Bajo
7.823,82.0,1.7,17.906157,Bajo
7.6730003,87.0,2.9,13.513193,Bajo
7.623,87.0,3.0,14.336861,Bajo
7.523,84.0,1.1,15.03835,Bajo
6.9729996,81.0,0.5,14.05845,Bajo
6.4729996,83.0,0.0,8.435069,Bajo
5.9729996,87.0,0.0,9.290511,Bajo
5.9230003,87.0,0.0,11.090103,Bajo
5.6730003,88.0,0.0,11.183201,Bajo
5.623,89.0,0.3,14.869351,Bajo
5.7229996,88.0,0.1,16.299694,Moderado
5.7229996,89.0,0.0,15.137133,Moderado
5.9729996,92.0,0.0,15.5843,Moderado
6.123,92.0,0.0,17.462784,Moderado
6.6730003,87.0,0.0,22.751316,Moderado
6.4230003,80.0,0.0,27.0024,Alto
5.9729996,82.0,0.0,27.44513,Alto
6.273,83.0,0.0,27.288855,Alto
7.2229996,80.0,0.0,26.525429,Alto
8.273,74.0,0.0,31.682047,Alto
9.073,70.0,0.0,32.431984,Alto
9.823,67.0,0.0,32.44996,Alto
10.623,64.0,0.0,32.2034,Alto
10.823,63.0,0.0,31.487139,Alto
12.073,59.0,0.0,30.78368,Alto
11.773,61.0,0.0,29.301876,Alto
11.672999,62.0,0.0,28.357857,Alto
10.773,66.0,0.0,26.437336,Alto
9.873,68.0,0.0,24.187069,Alto
8.873,71.0,0.0,21.67487,Moderado
7.9729996,74.0,0.0,19.44,Moderado
7.023,79.0,0.0,17.015474,Moderado
6.1730003,84.0,0.0,15.328561,Moderado
5.523,89.0,0.0,13.556282,Moderado
4.9729996,92.0,0.0,11.928989,Bajo
4.9230003,91.0,0.0,11.720751,Bajo
4.123,94.0,0.0,7.5942073,Bajo
3.623,94.0,0.0,6.5693827,Bajo
3.173,95.0,0.0,5.8603754,Bajo
2.773,95.0,0.0,5.3999996,Bajo
2.423,96.0,0.0,4.3349743,Bajo
2.323,96.0,0.0,3.2599385,Bajo
4.373,89.0,0.0,2.5455842,Bajo
7.1730003,79.0,0.0,5.1544156,Bajo
9.223,69.0,0.0,6.489992,Bajo
10.323,63.0,0.0,8.473393,Moderado
11.773,56.0,0.0,8.12197,Moderado
12.823,50.0,0.0,6.924738,Moderado
13.873,42.0,0.0,5.00128,Moderado
13.723,44.0,0.0,3.4152596,Bajo
13.473,44.0,0.0,6.87779,Moderado
13.172999,45.0,0.0,10.182337,Moderado
11.773,58.0,0.0,14.05845,Moderado
10.223,63.0,0.0,10.829958,Moderado
8.723,70.0,0.0,7.928177,Bajo
7.6730003,78.0,0.0,6.8777895,Bajo
7.2229996,85.0,0.1,4.6800003,Bajo
6.6730003,91.0,0.4,4.0249224,Bajo
6.373,94.0,0.4,4.829907,Bajo
6.323,93.0,0.4,5.3517847,Bajo
6.2229996,97.0,0.9,4.3498964,Bajo
6.4230003,96.0,0.7,4.0249224,Bajo
6.523,95.0,0.9,4.2136917,Bajo
6.573,94.0,0.9,4.802999,Bajo
6.4729996,93.0,0.8,4.6938252,Bajo
6.4729996,92.0,0.8,4.2136917,Bajo
6.823,91.0,0.6,6.193674,Bajo
7.1730003,87.0,0.6,6.618519,Bajo
7.7229996,79.0,0.5,6.618519,Bajo
8.473,77.0,0.2,6.6185193,Bajo
9.323,75.0,0.1,9.255571,Bajo
9.922999,74.0,0.2,15.716793,Bajo
10.023,74.0,0.2,16.645864,Bajo
11.123,62.0,0.1,21.578989,Moderado
10.723,54.0,0.0,24.795612,Alto
9.623,53.0,0.0,24.675106,Alto
8.672999,57.0,0.0,23.4,Alto
7.7229996,64.0,0.0,21.288757,Moderado
7.1730003,69.0,0.0,19.770523,Moderado
6.073,76.0,0.0,16.700275,Moderado
5.273,80.0,0.0,13.556282,Moderado
4.6730003,84.0,0.0,12.371645,Moderado
4.4230003,87.0,0.0,10.495713,Bajo
4.323,88.0,0.0,10.495713,Bajo
4.1730003,85.0,0.0,13.797912,Moderado
3.973,77.0,0.0,13.493999,Moderado
3.673,79.0,0.0,13.138765,Moderado
3.673,78.0,0.0,13.138765,Moderado
3.173,80.0,0.0,11.609651,Bajo
3.423,81.0,0.0,11.165805,Bajo
4.9230003,81.0,0.0,11.165805,Bajo
7.023,70.0,0.0,15.546833,Moderado
8.523,61.0,0.0,17.873554,Moderado
9.422999,56.0,0.0,18.204042,Moderado
9.973,52.0,0.0,21.09305,Alto
10.223,52.0,0.0,22.461807,Alto
10.823,51.0,0.0,25.729298,Alto
10.573,52.0,0.0,25.071096,Alto
10.723,53.0,0.0,24.280659,Alto
10.323,56.0,0.0,21.915693,Alto
9.773,60.0,0.0,18.228943,Moderado
8.623,67.0,0.0,14.440443,Moderado
7.573,71.0,0.0,13.207634,Moderado
6.623,80.0,0.0,12.43434,Moderado
5.9729996,87.0,0.0,10.948973,Bajo
5.9729996,88.0,0.0,9.19939,Bajo
5.623,89.0,0.0,6.8777895,Bajo
4.9230003,87.0,0.0,5.315336,Bajo
5.023,88.0,0.0,5.0142193,Bajo
4.873,87.0,0.0,4.379589,Bajo
5.073,87.0,0.1,4.379589,Bajo
5.4729996,86.0,0.3,4.379589,Bajo
5.2229996,90.0,0.4,7.342588,Bajo
5.4230003,89.0,0.3,8.534353,Bajo
6.023,93.0,0.5,8.089993,Bajo
7.273,92.0,0.3,6.989936,Bajo
8.873,84.0,0.1,11.91812,Bajo
11.023,75.0,0.0,15.141414,Moderado
11.422999,70.0,0.2,27.362368,Moderado
12.323,67.0,0.0,28.533264,Alto
13.823,60.0,0.0,30.631746,Alto
13.273,63.0,0.0,30.926493,Alto
12.922999,68.0,0.3,25.20257,Moderado
11.922999,71.0,0.4,23.210928,Moderado
11.323,73.0,0.0,23.510508,Moderado
9.922999,82.0,0.4,19.164717,Bajo
9.873,83.0,0.3,16.79314,Bajo
8.973,73.0,0.0,21.218632,Moderado
7.9230003,77.0,0.0,19.483284,Moderado
7.573,77.0,0.0,19.602652,Moderado
6.873,74.0,0.0,18.888851,Moderado
6.023,79.0,0.0,18.014393,Moderado
5.623,81.0,0.0,20.172853,Moderado
4.823,85.0,0.0,17.015474,Moderado
4.323,89.0,0.0,14.04,Moderado
4.523,90.0,0.0,14.84318,Moderado
5.7229996,78.0,0.0,16.981165,Moderado
6.2229996,66.0,0.0,15.349684,Moderado
6.323,63.0,0.0,15.683774,Moderado
6.823,56.0,0.1,18.0,Moderado
7.523,46.0,0.0,18.844202,Moderado
7.823,49.0,0.0,23.358423,Alto
8.223,47.0,0.0,24.162947,Alto
8.773,46.0,0.0,25.925,Alto
8.623,46.0,0.0,25.071098,Alto
8.123,51.0,0.0,27.475807,Alto
8.473,48.0,0.0,30.121912,Alto
7.9729996,52.0,0.0,27.416782,Alto
7.573,61.0,0.0,25.862436,Alto
6.9729996,68.0,0.0,23.675303,Alto
6.623,70.0,0.0,23.469128,Moderado
6.373,74.0,0.0,23.084955,Moderado
6.323,74.0,0.0,22.007162,Moderado
6.123,76.0,0.0,21.9718,Moderado
6.2229996,78.0,0.0,22.366402,Moderado
6.323,77.0,0.0,24.29133,Moderado
6.623,76.0,0.0,23.042812,Moderado
6.523,79.0,0.0,23.40277,Moderado
6.6730003,78.0,0.0,23.051247,Moderado
6.873,79.0,0.0,23.469128,Moderado
7.2229996,78.0,0.0,23.857979,Moderado
7.573,77.0,0.0,24.905132,Alto
8.223,77.0,0.0,26.302181,Alto
9.323,72.0,0.0,28.835976,Alto
10.473,67.0,0.0,30.096085,Alto
11.623,61.0,0.0,31.205997,Alto
12.223,57.0,0.0,31.104082,Alto
12.922999,54.0,0.0,30.633865,Alto
13.323,56.0,0.0,34.66858,Muy alto
13.073,57.0,0.0,33.82659,Muy alto
12.823,58.0,0.0,31.999523,Alto
12.223,62.0,0.0,30.563978,Alto
11.223,66.0,0.0,30.430117,Alto
10.023,71.0,0.0,28.19285,Alto
9.023,77.0,0.0,26.649727,Alto
8.672999,79.0,0.0,25.942488,Alto
8.323,79.0,0.0,25.570139,Alto
7.873,78.0,0.0,22.366402,Moderado
7.4729996,80.0,0.0,21.647945,Moderado
7.023,79.0,0.0,18.733839,Moderado
6.6730003,77.0,0.0,17.698677,Moderado
6.4230003,75.0,0.0,15.815435,Moderado
6.2229996,71.0,0.0,15.596767,Moderado
6.073,72.0,0.0,15.937878,Moderado
6.1730003,78.0,0.0,15.937878,Moderado
6.4230003,84.0,0.0,15.0038395,Moderado
7.1730003,82.0,0.0,11.503113,Bajo
8.273,76.0,0.0,12.768586,Moderado
9.172999,70.0,0.0,13.32,Moderado
9.973,65.0,0.0,14.24163,Moderado
10.023,65.0,0.0,12.303366,Moderado
10.023,64.0,0.0,10.948973,Moderado
11.323,55.0,0.0,10.365251,Moderado
11.523,55.0,0.0,7.0911775,Moderado
12.323,54.0,0.0,5.6002855,Bajo
13.023,54.0,0.0,5.991594,Bajo
13.273,57.0,0.0,4.379589,Bajo
11.773,66.0,0.0,4.39436,Bajo
9.172999,77.0,0.0,5.2416787,Bajo
8.672999,80.0,0.1,3.396233,Bajo
8.173,89.0,0.9,2.968636,Bajo
8.173,91.0,1.4,2.9024127,Bajo
8.223,90.0,1.1,4.73506,Bajo
8.373,88.0,0.0,2.6208394,Bajo
10.773,73.0,0.0,27.609911,Alto
10.172999,76.0,0.0,20.907913,Moderado
9.323,77.0,0.0,18.1041,Moderado
8.523,79.0,0.0,23.806318,Moderado
8.573,74.0,0.0,27.402597,Alto
8.623,71.0,0.0,28.528723,Alto
9.523,69.0,0.0,29.59235,Alto
9.873,61.0,0.0,32.85678,Alto
10.473,60.0,0.0,31.367552,Alto
10.873,55.0,0.0,32.489876,Alto
10.123,59.0,0.1,32.52177,Alto
10.123,64.0,0.3,34.162083,Alto
10.223,69.0,1.0,35.259792,Alto
11.223,65.0,0.1,35.016357,Muy alto
11.723,55.0,0.0,35.33506,Muy alto
10.973,54.0,0.0,32.809414,Muy alto
10.073,57.0,0.0,30.619051,Alto
8.873,63.0,0.1,30.096085,Alto
7.9230003,71.0,0.1,31.780067,Alto
7.2229996,70.0,0.0,31.035257,Alto
6.9230003,72.0,0.0,32.138947,Alto
6.6730003,73.0,0.0,32.072342,Alto
6.373,73.0,0.0,30.619051,Alto
6.323,73.0,0.0,30.317043,Alto
6.123,75.0,0.0,26.642431,Alto
6.073,75.0,0.0,26.661882,Alto
5.7229996,74.0,0.0,24.251284,Moderado
5.373,77.0,0.0,21.046917,Moderado
5.123,82.0,0.0,18.388212,Moderado
5.373,84.0,0.0,18.218275,Moderado
7.123,76.0,0.0,20.63023,Moderado
8.823,68.0,0.0,23.828083,Alto
9.473,66.0,0.0,22.66857,Alto
9.922999,65.0,0.0,23.47741,Alto
10.623,66.0,0.0,22.89611,Alto
11.223,66.0,0.0,26.674032,Alto
11.823,64.0,0.0,25.872456,Alto
11.973,64.0,0.0,24.33664,Alto
12.422999,62.0,0.0,25.809765,Alto
11.172999,71.0,0.4,25.1614,Moderado
10.523,75.0,0.4,24.216522,Moderado
10.073,77.0,0.5,25.233404,Moderado
9.922999,76.0,0.4,23.277834,Moderado
9.723,78.0,0.4,22.608458,Moderado
9.573,79.0,0.5,22.608458,Moderado
9.473,80.0,0.7,22.66857,Moderado
9.422999,81.0,0.6,22.148046,Moderado
9.672999,79.0,0.2,24.408424,Moderado
10.073,76.0,0.0,25.630886,Alto
9.922999,81.0,0.1,25.233406,Moderado
9.172999,84.0,0.0,21.26744,Moderado
7.573,67.0,0.0,24.933735,Alto
6.123,75.0,0.0,23.084955,Moderado
5.9230003,76.0,0.0,20.892412,Moderado
7.1730003,68.0,0.0,18.057508,Moderado
8.723,62.0,0.0,21.316135,Moderado
10.373,52.0,0.0,26.341572,Alto
11.273,48.0,0.0,27.908709,Alto
12.023,45.0,0.0,27.551172,Alto
12.422999,43.0,0.0,27.117346,Alto
12.873,41.0,0.0,26.368616,Alto
12.922999,40.0,0.0,24.933735,Alto
12.823,41.0,0.0,23.084955,Alto
12.373,42.0,0.0,20.883104,Alto
11.623,46.0,0.0,17.731598,Moderado
10.273,51.0,0.0,12.9249525,Moderado
8.373,64.0,0.0,9.531505,Moderado
7.4230003,70.0,0.0,7.754637,Bajo
6.4729996,76.0,0.0,6.6087217,Bajo
5.523,81.0,0.0,5.6233797,Bajo
4.6730003,85.0,0.0,5.692099,Bajo
4.023,88.0,0.0,5.00128,Bajo
3.673,87.0,0.0,4.198285,Bajo
3.573,87.0,0.0,3.6,Bajo
3.373,86.0,0.0,2.9024127,Bajo
3.673,84.0,0.0,1.9386592,Bajo
4.4729996,81.0,0.0,0.71999997,Bajo
4.6730003,81.0,0.0,2.8116899,Bajo
5.023,83.0,0.0,3.8268526,Bajo
7.573,74.0,0.0,4.3349743,Bajo
9.523,64.0,0.0,2.5455842,Bajo
11.422999,58.0,0.0,5.3517847,Bajo
13.223,56.0,0.0,6.638072,Moderado
15.073,50.0,0.0,12.496718,Moderado
16.073,42.0,0.0,15.124284,Moderado
16.173,45.0,0.0,14.336861,Moderado
16.873001,42.0,0.0,16.595179,Moderado
16.323,44.0,0.0,18.057508,Alto
15.172999,52.0,0.0,16.595179,Moderado
12.973,58.0,0.0,15.408671,Moderado
11.172999,70.0,0.0,9.885262,Moderado
10.172999,79.0,0.6,8.654986,Bajo
9.573,85.0,0.1,10.661107,Bajo
9.223,90.0,0.2,10.464798,Bajo
8.922999,94.0,0.0,6.28713,Bajo
8.373,96.0,0.0,3.8268526,Bajo
7.573,99.0,0.0,3.396233,Bajo
7.4729996,98.0,0.0,1.609969,Bajo
8.523,89.0,0.0,10.464797,Bajo
10.573,63.0,0.0,31.235058,Alto
9.723,71.0,0.0,30.500309,Alto
8.723,71.0,0.0,28.639803,Alto
8.723,70.0,0.0,28.348713,Alto
9.172999,62.0,0.0,29.834423,Alto
9.672999,56.0,0.0,32.489872,Alto
9.973,55.0,0.0,34.63492,Muy alto
10.073,53.0,0.0,34.619946,Muy alto
9.973,55.0,0.3,34.674183,Alto
10.623,54.0,0.0,33.280045,Muy alto
10.123,57.0,0.3,32.219494,Alto
9.273,62.0,0.5,32.402,Alto
9.273,65.0,0.0,32.619255,Alto
8.473,65.0,0.0,31.311724,Alto
7.523,59.0,0.0,28.241076,Alto
6.873,62.0,0.0,23.576563,Alto
6.1730003,70.0,0.0,21.288757,Moderado
5.623,76.0,0.0,20.774214,Moderado
5.4230003,77.0,0.0,19.211996,Moderado
5.123,76.0,0.0,17.555305,Moderado
4.573,80.0,0.0,15.034041,Moderado
4.123,84.0,0.0,13.779114,Moderado
4.573,81.0,0.0,14.372974,Moderado
4.7229996,79.0,0.0,14.182355,Moderado
4.7229996,78.0,0.0,12.287555,Moderado
4.573,82.0,0.0,10.44,Bajo
4.273,88.0,0.0,9.339208,Bajo
5.773,80.0,0.0,12.413477,Moderado
7.373,73.0,0.0,16.179987,Moderado
8.323,66.0,0.0,20.240198,Moderado
8.922999,62.0,0.0,19.469976,Moderado
10.323,53.0,0.0,20.188908,Alto
11.273,41.0,0.0,22.427162,Alto
11.073,47.0,0.0,23.499481,Alto
10.873,55.0,0.0,23.469128,Alto
9.023,63.0,0.8,18.416384,Moderado
8.273,64.0,0.4,16.676977,Moderado
7.373,75.0,0.8,12.43434,Bajo
7.123,79.0,0.4,12.7279215,Bajo
7.7229996,72.0,0.0,10.464797,Moderado
8.422999,68.0,0.0,9.605998,Moderado
8.922999,68.0,0.2,10.144082,Bajo
9.323,69.0,0.1,12.768586,Moderado
10.422999,67.0,0.1,16.418526,Moderado
11.573,66.0,0.4,19.602652,Moderado
11.922999,61.0,0.4,18.35647,Moderado
12.373,58.0,0.0,22.104116,Alto
12.473,59.0,0.1,26.729847,Alto
10.723,76.0,0.9,33.1552,Alto
10.123,75.0,0.0,25.133053,Alto
9.723,72.0,0.4,34.449196,Alto
10.523,66.0,0.0,32.219498,Alto
10.873,65.0,0.0,36.158054,Muy alto
11.723,61.0,0.0,37.419224,Muy alto
12.073,59.0,0.0,38.48129,Muy alto
12.123,60.0,0.0,39.28456,Muy alto
12.172999,59.0,0.0,39.149067,Muy alto
11.973,60.0,0.0,42.120003,Muy alto
11.873,57.0,0.0,41.67612,Muy alto
11.473,57.0,0.0,39.966484,Muy alto
10.922999,57.0,0.0,39.81704,Muy alto
10.123,59.0,0.0,37.10795,Muy alto
9.422999,61.0,0.0,33.27031,Alto
8.773,69.0,0.0,32.136932,Alto
8.323,71.0,0.0,29.775719,Alto
7.9729996,76.0,0.0,26.882141,Alto
7.773,78.0,0.0,24.144167,Moderado
7.623,77.0,0.0,22.238562,Moderado
7.873,78.0,0.0,21.889065,Moderado
7.273,77.0,0.0,23.664352,Moderado
6.9729996,80.0,0.0,20.620804,Moderado
6.873,82.0,0.0,18.844202,Moderado
6.823,84.0,0.0,16.92383,Moderado
6.6730003,86.0,0.0,15.137133,Moderado
6.523,85.0,0.0,13.70839,Moderado
7.2229996,81.0,0.0,10.464797,Bajo
8.723,73.0,0.0,15.124284,Moderado
9.623,64.0,0.0,20.00512,Moderado
10.473,60.0,0.0,20.240198,Moderado
11.023,60.0,0.1,23.233252,Alto
10.773,65.0,0.5,24.485292,Moderado
11.672999,56.0,0.4,28.227304,Moderado
11.823,53.0,0.0,30.05515,Alto
11.123,55.0,0.0,27.579382,Alto
10.523,56.0,0.0,28.357855,Alto
9.473,62.0,0.0,25.49908,Alto
8.623,60.0,0.0,24.798223,Alto
7.623,62.0,0.0,23.97989,Alto
6.6730003,65.0,0.0,22.19773,Moderado
5.9230003,69.0,0.0,20.969805,Moderado
5.4230003,71.0,0.0,21.322214,Moderado
5.323,71.0,0.0,22.461807,Moderado
5.023,66.0,0.0,25.562534,Alto
4.4729996,70.0,0.0,26.302181,Alto
4.073,73.0,0.0,25.6233,Alto
3.873,76.0,0.0,24.57511,Moderado
3.723,76.0,0.0,23.857979,Moderado
3.473,77.0,0.0,23.14103,Moderado
3.323,78.0,0.0,22.065973,Moderado
4.1730003,77.0,0.0,22.148045,Moderado
5.623,68.0,0.0,24.490587,Alto
6.9729996,56.0,0.0,27.181787,Alto
7.623,51.0,0.0,28.988384,Alto
8.323,48.0,0.0,29.250967,Alto
8.672999,47.0,0.0,28.739187,Alto
9.023,44.0,0.0,31.104082,Muy alto
8.973,45.0,0.0,29.620802,Alto
8.773,46.0,0.0,27.504095,Alto
8.273,51.0,0.0,25.14852,Alto
7.273,56.0,0.0,22.963936,Alto
5.9230003,65.0,0.0,19.083395,Moderado
4.873,70.0,0.0,20.240196,Moderado
4.223,72.0,0.0,18.998314,Moderado
3.573,77.0,0.0,17.462782,Moderado
3.123,80.0,0.0,16.766108,Moderado
2.773,85.0,0.0,16.766108,Moderado
2.623,88.0,0.0,16.24394,Moderado
2.373,90.0,0.0,15.379206,Moderado
2.1729999,90.0,0.0,14.934577,Moderado
2.023,89.0,0.0,14.934577,Moderado
1.923,90.0,0.0,14.494192,Moderado
1.723,90.0,0.0,14.145756,Moderado
1.723,90.0,0.0,13.358861,Bajo
3.073,84.0,0.0,15.716793,Moderado
5.4230003,72.0,0.0,19.353138,Moderado
7.373,65.0,0.0,23.664352,Alto
8.873,58.0,0.0,26.758923,Alto
9.773,56.0,0.0,27.36947,Alto
9.873,56.0,0.0,30.259275,Alto
11.223,49.0,0.0,29.88217,Alto
11.123,50.0,0.0,29.957968,Alto
10.873,55.0,0.0,27.952787,Alto
10.723,58.0,0.0,26.654589,Alto
10.223,64.0,0.0,28.483257,Alto
9.873,65.0,0.0,29.830078,Alto
9.623,70.0,0.0,30.735231,Alto
9.373,75.0,0.0,29.888672,Alto
9.223,73.0,0.0,30.657122,Alto
8.973,73.0,0.0,30.302078,Alto
8.873,74.0,0.0,32.761974,Alto
8.873,75.0,0.0,34.488674,Alto
9.023,72.0,0.0,33.441265,Alto
9.123,74.0,0.0,32.933605,Alto
9.172999,76.0,0.0,30.911821,Alto
9.273,79.0,0.0,31.700449,Alto
9.273,82.0,0.1,30.068083,Alto
9.473,83.0,0.1,29.598919,Alto
10.073,78.0,0.0,31.550869,Alto
10.573,75.0,0.0,35.455887,Alto
10.672999,72.0,0.0,36.57855,Muy alto
10.922999,72.0,0.0,41.493805,Muy alto
10.973,75.0,0.0,42.57295,Muy alto
11.223,75.0,0.0,42.093834,Muy alto
12.373,72.0,0.0,42.444897,Muy alto
12.073,75.0,0.0,41.085762,Muy alto
12.323,77.0,0.0,40.155735,Muy alto
11.922999,79.0,0.1,37.524708,Muy alto
11.273,81.0,0.2,36.0072,Alto
10.723,79.0,0.1,40.808823,Muy alto
10.672999,75.0,0.0,48.63332,Muy alto
9.773,71.0,0.0,48.860634,Muy alto
9.073,70.0,0.0,48.673275,Muy alto
8.373,69.0,0.0,47.42855,Muy alto
7.573,70.0,0.0,49.386963,Muy alto
7.123,69.0,0.0,49.698254,Muy alto
7.523,65.0,0.0,50.425705,Muy alto
7.373,66.0,0.0,49.864872,Muy alto
7.323,64.0,0.0,48.02594,Muy alto
7.373,63.0,0.0,46.889915,Muy alto
7.323,62.0,0.0,45.31569,Muy alto
7.2229996,61.0,0.0,42.69606,Muy alto
8.273,54.0,0.0,39.172234,Muy alto
9.073,53.0,0.0,38.275295,Muy alto
10.273,48.0,0.0,37.585102,Muy alto
10.973,46.0,0.0,35.900864,Muy alto
11.623,44.0,0.0,34.22841,Muy alto
12.023,42.0,0.0,32.219494,Muy alto
12.922999,39.0,0.0,34.743263,Muy alto
12.723,42.0,0.0,33.50128,Muy alto
12.172999,46.0,0.0,32.998474,Muy alto
11.473,51.0,0.0,31.394394,Alto
10.623,52.0,0.0,30.344814,Alto
10.323,61.0,0.0,29.601109,Alto
10.573,56.0,0.0,27.103,Alto
10.672999,59.0,0.0,24.023088,Alto
10.723,69.0,0.0,21.175835,Moderado
